date,unit_sales
2013-07-07,500606.073
2013-07-08,365452.995
2013-07-09,317279.145
2013-07-10,314134.886
2013-07-11,281750.931
2013-07-12,308786.438
2013-07-13,432569.102
2013-07-14,438722.418
2013-07-15,348803.047
2013-07-16,335516.229
2013-07-17,324312.818
2013-07-18,287073.874
2013-07-19,313332.555
2013-07-20,435497.731
2013-07-21,437952.624
2013-07-22,342802.299
2013-07-23,316257.463
2013-07-24,309243.79
2013-07-25,298074.225
2013-07-26,318745.693
2013-07-27,423890.502
2013-07-28,433358.652
2013-07-29,331493.285
2013-07-30,318553.99
2013-07-31,357982.979
2013-08-01,397555.318
2013-08-02,393831.12
2013-08-03,516956.846
2013-08-04,514267.276
2013-08-05,407033.811
2013-08-06,357263.854
2013-08-07,351302.132
2013-08-08,310953.024
2013-08-09,337521.668
2013-08-10,434184.944
2013-08-11,434720.323
2013-08-12,349539.224
2013-08-13,317103.331
2013-08-14,324377.387
2013-08-15,311043.173
2013-08-16,364487.322
2013-08-17,448835.311
2013-08-18,464053.773
2013-08-19,362084.527
2013-08-20,343046.114
2013-08-21,335724.644
2013-08-22,306473.261
2013-08-23,331906.369
2013-08-24,420576.155
2013-08-25,443694.094
2013-08-26,347159.641
2013-08-27,319688.219
2013-08-28,319322.061
2013-08-29,294518.686
2013-08-30,354932.931
2013-08-31,523631.381
2013-09-01,640406.222
2013-09-02,458792.961
2013-09-03,397680.42
2013-09-04,392565.486
2013-09-05,330622.779
2013-09-06,335442.248
2013-09-07,518584.247
2013-09-08,560852.005
2013-09-09,377151.707
2013-09-10,308074.466
2013-09-11,323124.619
2013-09-12,282855.731
2013-09-13,319555.942
2013-09-14,476364.005
2013-09-15,532852.959
2013-09-16,373229.841
2013-09-17,327282.95
2013-09-18,315687.719
2013-09-19,279580.372
2013-09-20,331846.904
2013-09-21,468298.381
2013-09-22,502068.702
2013-09-23,356043.034
2013-09-24,303333.393
2013-09-25,312490.105
2013-09-26,273057.88
2013-09-27,320246.574
2013-09-28,484903.689
2013-09-29,522868.442
2013-09-30,367068.45
2013-10-01,436441.034
2013-10-02,414455.655
2013-10-03,348933.247
2013-10-04,378109.978
2013-10-05,540156.625
2013-10-06,553031.424
2013-10-07,373387.109
2013-10-08,326726.724
2013-10-09,322529.419
2013-10-10,305047.098
2013-10-11,402913.849
2013-10-12,426379.691
2013-10-13,481781.256
2013-10-14,342694.721
2013-10-15,305241.57
2013-10-16,355696.964
2013-10-17,312949.413
2013-10-18,323327.873
2013-10-19,488245.57
2013-10-20,537713.509
2013-10-21,348721.328
2013-10-22,301641.785
2013-10-23,323105.116
2013-10-24,276059.08
2013-10-25,317570.426
2013-10-26,452902.364
2013-10-27,512891.483
2013-10-28,346941.914
2013-10-29,302332.997
2013-10-30,319494.705
2013-10-31,298195.433
2013-11-01,403637.233
2013-11-02,540615.555
2013-11-03,602796.556
2013-11-04,424314.167
2013-11-05,393322.183
2013-11-06,386425.979
2013-11-07,346293.34
2013-11-08,358473.978
2013-11-09,513850.323
2013-11-10,587666.49
2013-11-11,374087.89
2013-11-12,373277.748
2013-11-13,332279.257
2013-11-14,284567.403
2013-11-15,349360.305
2013-11-16,524065.588
2013-11-17,579209.229
2013-11-18,391940.552
2013-11-19,329455.271
2013-11-20,354337.735
2013-11-21,298047.048
2013-11-22,340734.213
2013-11-23,485544.299
2013-11-24,550925.293
2013-11-25,365965.509
2013-11-26,323292.83
2013-11-27,337083.286
2013-11-28,305982.982
2013-11-29,357000.404
2013-11-30,541977.656
2013-12-01,698217.129
2013-12-02,495488.367
2013-12-03,424438.047
2013-12-04,424147.046
2013-12-05,386406.805
2013-12-06,432661.755
2013-12-07,537181.32
2013-12-08,588855.896
2013-12-09,441554.314
2013-12-10,414421.696
2013-12-11,422957.199
2013-12-12,384256.081
2013-12-13,434657.013
2013-12-14,554911.917
2013-12-15,642015.776
2013-12-16,516060.291
2013-12-17,480470.717
2013-12-18,527481.337
2013-12-19,507461.038
2013-12-20,544104.268
2013-12-21,685673.075
2013-12-22,696295.147
2013-12-23,792865.284
2013-12-24,620663.291
2013-12-26,470731.162
2013-12-27,479314.968
2013-12-28,556952.306
2013-12-29,499719.505
2013-12-30,635134.736
2013-12-31,507264.663
2014-01-01,8602.065
2014-01-02,801011.226
2014-01-03,680672.846
2014-01-04,936628.887
2014-01-05,949618.79
2014-01-06,602268.564
2014-01-07,563450.598
2014-01-08,636176.852
2014-01-09,496377.934
2014-01-10,543055.329
2014-01-11,787321.456
2014-01-12,844633.599
2014-01-13,555547.015
2014-01-14,502643.104
2014-01-15,567067.468
2014-01-16,502789.214
2014-01-17,542937.916
2014-01-18,786779.89
2014-01-19,851735.334
2014-01-20,575850.062
2014-01-21,538817.207
2014-01-22,553097.597
2014-01-23,460789.04
2014-01-24,526123.572
2014-01-25,733880.979
2014-01-26,814057.733
2014-01-27,540798.834
2014-01-28,481592.436
2014-01-29,512853.99
2014-01-30,453642.971
2014-01-31,560816.192
2014-02-01,648870.199
2014-02-02,619805.537
2014-02-03,461637.523
2014-02-04,403189.587
2014-02-05,399138.306
2014-02-06,359139.102
2014-02-07,389471.568
2014-02-08,530128.06
2014-02-09,520753.747
2014-02-10,396622.737
2014-02-11,358382.734
2014-02-12,387757.394
2014-02-13,347373.299
2014-02-14,361206.407
2014-02-15,538893.358
2014-02-16,595300.235
2014-02-17,412029.288
2014-02-18,365331.248
2014-02-19,360161.639
2014-02-20,322450.92
2014-02-21,369403.654
2014-02-22,538206.083
2014-02-23,487886.464
2014-02-24,404224.189
2014-02-25,351418.11
2014-02-26,353604.267
2014-02-27,330330.185
2014-02-28,425624.795
2014-03-01,911360.258
2014-03-02,667413.053
2014-03-03,613973.032
2014-03-04,748929.902
2014-03-05,741756.417
2014-03-06,614082.444
2014-03-07,598242.342
2014-03-08,753345.259
2014-03-09,916117.65
2014-03-10,587414.829
2014-03-11,539365.375
2014-03-12,575676.796
2014-03-13,473298.043
2014-03-14,530515.255
2014-03-15,731049.79
2014-03-16,929808.494
2014-03-17,612719.522
2014-03-18,537427.868
2014-03-19,585974.657
2014-03-20,500897.113
2014-03-21,548811.47
2014-03-22,771704.934
2014-03-23,838814.636
2014-03-24,571762.045
2014-03-25,539861.618
2014-03-26,569680.543
2014-03-27,468581.398
2014-03-28,538905.782
2014-03-29,822333.144
2014-03-30,873958.84
2014-03-31,651800.509
2014-04-01,485078.887
2014-04-02,463917.316
2014-04-03,388867.961
2014-04-04,422578.745
2014-04-05,617680.194
2014-04-06,631888.251
2014-04-07,426091.104
2014-04-08,376663.272
2014-04-09,375309.082
2014-04-10,334052.757
2014-04-11,379646.846
2014-04-12,529919.923
2014-04-13,540190.282
2014-04-14,381386.309
2014-04-15,364689.055
2014-04-16,411357.085
2014-04-17,397464.843
2014-04-18,394392.184
2014-04-19,496904.749
2014-04-20,520126.398
2014-04-21,398677.397
2014-04-22,370552.249
2014-04-23,372232.595
2014-04-24,320875.478
2014-04-25,357173.708
2014-04-26,497334.735
2014-04-27,560508.421
2014-04-28,362271.917
2014-04-29,326338.348
2014-04-30,357079.965
2014-05-01,530380.848
2014-05-02,443284.891
2014-05-03,610391.749
2014-05-04,646164.864
2014-05-05,427601.704
2014-05-06,388945.89
2014-05-07,391932.184
2014-05-08,337483.713
2014-05-09,381333.196
2014-05-10,577012.027
2014-05-11,454512.929
2014-05-12,398251.889
2014-05-13,360734.523
2014-05-14,356373.807
2014-05-15,332272.83
2014-05-16,380822.743
2014-05-17,537873.964
2014-05-18,634519.737
2014-05-19,388814.745
2014-05-20,354372.34
2014-05-21,356898.483
2014-05-22,310660.143
2014-05-23,349549.893
2014-05-24,516627.262
2014-05-25,573412.21
2014-05-26,373831.086
2014-05-27,327642.143
2014-05-28,338481.784
2014-05-29,326624.577
2014-05-30,375782.64
2014-05-31,597192.468
2014-06-01,742732.83
2014-06-02,512725.773
2014-06-03,443636.188
2014-06-04,423283.495
2014-06-05,359474.514
2014-06-06,391266.125
2014-06-07,557142.461
2014-06-08,626026.957
2014-06-09,415798.946
2014-06-10,351689.423
2014-06-11,373828.164
2014-06-12,329408.067
2014-06-13,392308.375
2014-06-14,622072.989
2014-06-15,441279.934
2014-06-16,447450.24
2014-06-17,380396.036
2014-06-18,373403.664
2014-06-19,332280.935
2014-06-20,369206.79
2014-06-21,538613.855
2014-06-22,591184.124
2014-06-23,414929.636
2014-06-24,340464.745
2014-06-25,355342.398
2014-06-26,315798.181
2014-06-27,370793.573
2014-06-28,510870.814
2014-06-29,567218.885
2014-06-30,429324.055
2014-07-01,720480.617
2014-07-02,747430.148
2014-07-03,583843.721
2014-07-04,595424.313
2014-07-05,817307.11
2014-07-06,918276.596
2014-07-07,638526.429
2014-07-08,557291.498
2014-07-09,574451.41
2014-07-10,498047.549
2014-07-11,535644.183
2014-07-12,756698.752
2014-07-13,733653.78
2014-07-14,584867.151
2014-07-15,562860.027
2014-07-16,621336.494
2014-07-17,498221.705
2014-07-18,547619.059
2014-07-19,728988.226
2014-07-20,776474.118
2014-07-21,600228.43
2014-07-22,530276.04
2014-07-23,574168.636
2014-07-24,484618.817
2014-07-25,579767.285
2014-07-26,688919.55
2014-07-27,747307.867
2014-07-28,583936.685
2014-07-29,524743.325
2014-07-30,578056.965
2014-07-31,532423.558
2014-08-01,506826.795
2014-08-02,626533.638
2014-08-03,625898.206
2014-08-04,471173.304
2014-08-05,417197.476
2014-08-06,402914.371
2014-08-07,359701.533
2014-08-08,397759.939
2014-08-09,496192.787
2014-08-10,509681.765
2014-08-11,409544.575
2014-08-12,353897.212
2014-08-13,372115.545
2014-08-14,340740.817
2014-08-15,402631.84
2014-08-16,533996.155
2014-08-17,564443.173
2014-08-18,433041.299
2014-08-19,379329.953
2014-08-20,398102.791
2014-08-21,355108.875
2014-08-22,388359.898
2014-08-23,499678.208
2014-08-24,528990.561
2014-08-25,412250.075
2014-08-26,355053.908
2014-08-27,366321.498
2014-08-28,327912.427
2014-08-29,403288.917
2014-08-30,586373.694
2014-08-31,660088.183
2014-09-01,812526.219
2014-09-02,717351.553
2014-09-03,726683.863
2014-09-04,551340.077
2014-09-05,603043.242
2014-09-06,870139.446
2014-09-07,997964.078
2014-09-08,648651.745
2014-09-09,562420.568
2014-09-10,612987.472
2014-09-11,483462.953
2014-09-12,564382.848
2014-09-13,795802.238
2014-09-14,896501.562
2014-09-15,630710.573
2014-09-16,608239.973
2014-09-17,617472.344
2014-09-18,479500.843
2014-09-19,550212.094
2014-09-20,808490.763
2014-09-21,901420.451
2014-09-22,589120.294
2014-09-23,559954.304
2014-09-24,598183.115
2014-09-25,466867.377
2014-09-26,515474.224
2014-09-27,781201.368
2014-09-28,886531.79
2014-09-29,586682.822
2014-09-30,599093.916
2014-10-01,784500.255
2014-10-02,634306.519
2014-10-03,675639.295
2014-10-04,931317.513
2014-10-05,985466.963
2014-10-06,641480.757
2014-10-07,586371.271
2014-10-08,620201.324
2014-10-09,510519.923
2014-10-10,702470.318
2014-10-11,748309.154
2014-10-12,843971.133
2014-10-13,611726.926
2014-10-14,550589.573
2014-10-15,624797.469
2014-10-16,538252.607
2014-10-17,558538.136
2014-10-18,820840.971
2014-10-19,935410.596
2014-10-20,624628.991
2014-10-21,542207.165
2014-10-22,584926.356
2014-10-23,492233.232
2014-10-24,528403.68
2014-10-25,758926.231
2014-10-26,892128.499
2014-10-27,572783.902
2014-10-28,512678.812
2014-10-29,560819.678
2014-10-30,459715.266
2014-10-31,561875.072
2014-11-01,873539.248
2014-11-02,709851.492
2014-11-03,973192.042
2014-11-04,702751.954
2014-11-05,718799.939
2014-11-06,566118.381
2014-11-07,585330.258
2014-11-08,816064.645
2014-11-09,941478.422
2014-11-10,593376.793
2014-11-11,552505.75
2014-11-12,588092.484
2014-11-13,468057.387
2014-11-14,553007.971
2014-11-15,786124.201
2014-11-16,956619.402
2014-11-17,620876.34
2014-11-18,553367.204
2014-11-19,580234.011
2014-11-20,511855.761
2014-11-21,567978.733
2014-11-22,763720.149
2014-11-23,907432.658
2014-11-24,610847.957
2014-11-25,541225.608
2014-11-26,579125.306
2014-11-27,475823.897
2014-11-28,559619.825
2014-11-29,850925.105
2014-11-30,1023691.282
2014-12-01,817413.562
2014-12-02,735319.184
2014-12-03,715126.615
2014-12-04,578961.517
2014-12-05,635445.153
2014-12-06,829386.706
2014-12-07,1013889.808
2014-12-08,790283.291
2014-12-09,665123.963
2014-12-10,732121.033
2014-12-11,580542.179
2014-12-12,642760.387
2014-12-13,854830.906
2014-12-14,999106.133
2014-12-15,790179.946
2014-12-16,799067.056
2014-12-17,779966.499
2014-12-18,731938.48
2014-12-19,757349.376
2014-12-20,935555.525
2014-12-21,1056605.2
2014-12-22,1008143.346
2014-12-23,1064977.974
2014-12-24,965982.872
2014-12-26,872098.457
2014-12-27,740596.159
2014-12-28,716329.635
2014-12-29,773996.401
2014-12-30,912970.533
2014-12-31,844380.47
2015-01-01,12773.617
2015-01-02,657763.392
2015-01-03,648880.687
2015-01-04,730923.776
2015-01-05,569267.298
2015-01-06,477886.741
2015-01-07,494160.85
2015-01-08,417482.689
2015-01-09,439381.226
2015-01-10,569956.908
2015-01-11,694860.951
2015-01-12,442845.544
2015-01-13,393799.993
2015-01-14,400923.971
2015-01-15,371146.145
2015-01-16,423599.936
2015-01-17,621865.434
2015-01-18,678277.031
2015-01-19,448217.897
2015-01-20,405308.777
2015-01-21,413202.592
2015-01-22,364862.539
2015-01-23,416936.182
2015-01-24,588849.871
2015-01-25,631623.951
2015-01-26,410009.618
2015-01-27,360009.85
2015-01-28,376935.916
2015-01-29,343062.161
2015-01-30,435899.672
2015-01-31,656205.842
2015-02-01,815294.476
2015-02-02,538301.887
2015-02-03,475249.843
2015-02-04,451923.147
2015-02-05,407491.968
2015-02-06,437147.545
2015-02-07,599911.595
2015-02-08,622994.232
2015-02-09,458002.152
2015-02-10,400825.985
2015-02-11,400115.333
2015-02-12,384963.143
2015-02-13,493265.468
2015-02-14,562855.068
2015-02-15,434886.672
2015-02-16,420740.904
2015-02-17,483088.134
2015-02-18,497499.058
2015-02-19,436359.906
2015-02-20,483681.015
2015-02-21,572753.075
2015-02-22,691339.068
2015-02-23,443349.891
2015-02-24,407890.278
2015-02-25,395774.954
2015-02-26,354938.227
2015-02-27,436488.425
2015-02-28,635263.4
2015-03-01,820434.979
2015-03-02,546037.788
2015-03-03,492365.241
2015-03-04,483330.548
2015-03-05,428599.809
2015-03-06,463723.975
2015-03-07,657377.211
2015-03-08,659563.412
2015-03-09,480371.95
2015-03-10,457881.764
2015-03-11,425617.727
2015-03-12,382588.669
2015-03-13,434805.995
2015-03-14,616609.761
2015-03-15,662700.872
2015-03-16,466598.426
2015-03-17,415359.516
2015-03-18,398630.0
2015-03-19,373324.383
2015-03-20,467687.945
2015-03-21,624099.228
2015-03-22,646466.402
2015-03-23,462664.237
2015-03-24,407369.722
2015-03-25,408258.19
2015-03-26,367006.957
2015-03-27,436906.609
2015-03-28,589854.704
2015-03-29,641213.77
2015-03-30,437878.835
2015-03-31,443278.893
2015-04-01,557223.161
2015-04-02,524588.902
2015-04-03,510296.786
2015-04-04,653894.196
2015-04-05,659669.577
2015-04-06,519734.817
2015-04-07,464787.218
2015-04-08,461140.213
2015-04-09,398718.316
2015-04-10,445869.298
2015-04-11,610603.017
2015-04-12,659939.024
2015-04-13,453723.756
2015-04-14,403623.397
2015-04-15,438106.288
2015-04-16,418643.194
2015-04-17,456303.237
2015-04-18,629155.661
2015-04-19,684544.95
2015-04-20,481694.771
2015-04-21,426017.313
2015-04-22,421108.21
2015-04-23,392147.042
2015-04-24,437625.508
2015-04-25,588781.513
2015-04-26,625901.001
2015-04-27,425049.148
2015-04-28,374834.185
2015-04-29,398724.33
2015-04-30,432612.142
2015-05-01,674509.4
2015-05-02,711052.274
2015-05-03,742887.785
2015-05-04,556241.148
2015-05-05,509493.227
2015-05-06,504999.551
2015-05-07,444082.31
2015-05-08,481304.223
2015-05-09,706705.44
2015-05-10,558062.273
2015-05-11,524864.051
2015-05-12,452162.874
2015-05-13,446915.639
2015-05-14,395609.666
2015-05-15,483535.538
2015-05-16,709798.553
2015-05-17,798186.132
2015-05-18,496595.011
2015-05-19,446375.488
2015-05-20,466238.631
2015-05-21,417006.136
2015-05-22,458727.917
2015-05-23,658882.923
2015-05-24,738068.427
2015-05-25,534802.79
2015-05-26,463132.406
2015-05-27,481804.961
2015-05-28,428506.881
2015-05-29,560519.53
2015-05-30,855728.292
2015-05-31,1023564.767
2015-06-01,812081.203
2015-06-02,753430.642
2015-06-03,747929.452
2015-06-04,608994.646
2015-06-05,657675.126
2015-06-06,904437.27
2015-06-07,1070695.918
2015-06-08,696952.812
2015-06-09,623725.107
2015-06-10,641435.372
2015-06-11,510018.149
2015-06-12,606616.001
2015-06-13,840727.776
2015-06-14,967745.721
2015-06-15,666557.132
2015-06-16,672637.824
2015-06-17,677170.157
2015-06-18,556155.039
2015-06-19,659233.571
2015-06-20,936951.654
2015-06-21,790568.421
2015-06-22,688968.229
2015-06-23,640322.326
2015-06-24,643411.714
2015-06-25,518700.956
2015-06-26,593299.461
2015-06-27,831492.464
2015-06-28,976563.589
2015-06-29,639072.192
2015-06-30,669548.425
2015-07-01,885953.201
2015-07-02,705642.282
2015-07-03,772773.394
2015-07-04,1018541.843
2015-07-05,982427.682
2015-07-06,754949.709
2015-07-07,654821.051
2015-07-08,732992.13
2015-07-09,605032.496
2015-07-10,643986.381
2015-07-11,794984.703
2015-07-12,898731.937
2015-07-13,647967.078
2015-07-14,601452.258
2015-07-15,664505.1
2015-07-16,584042.727
2015-07-17,653451.171
2015-07-18,826353.336
2015-07-19,894707.299
2015-07-20,685961.244
2015-07-21,607836.499
2015-07-22,631385.409
2015-07-23,541511.421
2015-07-24,635244.245
2015-07-25,797427.521
2015-07-26,875032.036
2015-07-27,652999.194
2015-07-28,594977.667
2015-07-29,625449.981
2015-07-30,543393.593
2015-07-31,695083.449
2015-08-01,1044894.79
2015-08-02,1043495.475
2015-08-03,811119.834
2015-08-04,726613.358
2015-08-05,724346.594
2015-08-06,583375.212
2015-08-07,663326.518
2015-08-08,784099.216
2015-08-09,679410.125
2015-08-10,785477.934
2015-08-11,668280.358
2015-08-12,678064.732
2015-08-13,557859.478
2015-08-14,734484.205
2015-08-15,936339.026
2015-08-16,913846.625
2015-08-17,694747.162
2015-08-18,629475.643
2015-08-19,653733.36
2015-08-20,569443.704
2015-08-21,653281.208
2015-08-22,803270.158
2015-08-23,865755.397
2015-08-24,681575.99
2015-08-25,624698.338
2015-08-26,640075.991
2015-08-27,548043.327
2015-08-28,635737.232
2015-08-29,876953.097
2015-08-30,975697.602
2015-08-31,776152.552
2015-09-01,906549.993
2015-09-02,879033.092
2015-09-03,707093.042
2015-09-04,736395.303
2015-09-05,1052868.395
2015-09-06,1147642.583
2015-09-07,767382.776
2015-09-08,677312.236
2015-09-09,705633.5
2015-09-10,577743.795
2015-09-11,651330.168
2015-09-12,921524.436
2015-09-13,1023345.319
2015-09-14,688405.19
2015-09-15,682134.354
2015-09-16,742089.668
2015-09-17,593577.802
2015-09-18,653805.875
2015-09-19,935893.481
2015-09-20,1037532.86
2015-09-21,717725.377
2015-09-22,641914.739
2015-09-23,690419.722
2015-09-24,557321.611
2015-09-25,646083.875
2015-09-26,890486.06
2015-09-27,1018062.964
2015-09-28,671261.064
2015-09-29,609130.658
2015-09-30,711182.539
2015-10-01,796340.859
2015-10-02,830719.388
2015-10-03,1179376.177
2015-10-04,1234130.939
2015-10-05,809524.838
2015-10-06,696169.276
2015-10-07,720562.331
2015-10-08,603066.03
2015-10-09,873934.719
2015-10-10,867556.973
2015-10-11,973329.204
2015-10-12,721629.572
2015-10-13,585141.554
2015-10-14,688198.106
2015-10-15,577952.197
2015-10-16,693829.352
2015-10-17,958052.958
2015-10-18,1071477.103
2015-10-19,699259.488
2015-10-20,660308.361
2015-10-21,672847.346
2015-10-22,547020.047
2015-10-23,639040.606
2015-10-24,859950.711
2015-10-25,1018783.142
2015-10-26,649914.352
2015-10-27,587066.101
2015-10-28,599387.122
2015-10-29,511860.069
2015-10-30,635875.891
2015-10-31,915956.852
2015-11-01,819250.388
2015-11-02,762549.795
2015-11-03,1033439.133
2015-11-04,855494.44
2015-11-05,649662.671
2015-11-06,671145.788
2015-11-07,929723.344
2015-11-08,1077361.956
2015-11-09,683644.902
2015-11-10,623529.179
2015-11-11,689746.212
2015-11-12,506937.664
2015-11-13,626674.025
2015-11-14,867597.333
2015-11-15,1056159.462
2015-11-16,716508.709
2015-11-17,618919.988
2015-11-18,683954.187
2015-11-19,560452.567
2015-11-20,665619.668
2015-11-21,863726.882
2015-11-22,1015844.285
2015-11-23,696685.461
2015-11-24,612710.201
2015-11-25,658917.83
2015-11-26,530358.33
2015-11-27,645086.036
2015-11-28,850596.004
2015-11-29,1070619.803
2015-11-30,762036.124
2015-12-01,857620.943
2015-12-02,867269.576
2015-12-03,676883.032
2015-12-04,749354.132
2015-12-05,966202.368
2015-12-06,1143119.319
2015-12-07,822334.709
2015-12-08,712569.17
2015-12-09,747893.782
2015-12-10,657427.179
2015-12-11,708392.808
2015-12-12,915667.884
2015-12-13,1059425.421
2015-12-14,811613.722
2015-12-15,779809.953
2015-12-16,859930.249
2015-12-17,809809.749
2015-12-18,893569.902
2015-12-19,1095523.518
2015-12-20,1175416.964
2015-12-21,1072887.477
2015-12-22,1141861.91
2015-12-23,1196146.058
2015-12-24,1083680.315
2015-12-26,946725.191
2015-12-27,837714.129
2015-12-28,789678.913
2015-12-29,870762.026
2015-12-30,1030043.736
2015-12-31,964641.541
2016-01-01,16433.394
2016-01-02,1066677.424
2016-01-03,1226735.718
2016-01-04,955956.875
2016-01-05,835305.439
2016-01-06,821685.656
2016-01-07,653504.367
2016-01-08,713608.334
2016-01-09,989208.458
2016-01-10,1094693.837
2016-01-11,705495.241
2016-01-12,647057.461
2016-01-13,660045.317
2016-01-14,561972.623
2016-01-15,671027.1
2016-01-16,959827.147
2016-01-17,1057997.343
2016-01-18,709784.23
2016-01-19,630929.751
2016-01-20,738744.013
2016-01-21,552820.769
2016-01-22,648430.428
2016-01-23,906754.834
2016-01-24,980927.758
2016-01-25,658090.687
2016-01-26,609465.788
2016-01-27,647253.678
2016-01-28,533709.849
2016-01-29,660492.758
2016-01-30,969938.377
2016-01-31,1093211.229
2016-02-01,872063.315
2016-02-02,765233.208
2016-02-03,772360.939
2016-02-04,650328.167
2016-02-05,768586.508
2016-02-06,941954.076
2016-02-07,697791.631
2016-02-08,636542.677
2016-02-09,746939.64
2016-02-10,790988.714
2016-02-11,646375.371
2016-02-12,698152.07
2016-02-13,859023.027
2016-02-14,940214.499
2016-02-15,746671.29
2016-02-16,719111.886
2016-02-17,723794.722
2016-02-18,570072.678
2016-02-19,672510.134
2016-02-20,883790.221
2016-02-21,991384.27
2016-02-22,698907.636
2016-02-23,641329.061
2016-02-24,675573.378
2016-02-25,557959.328
2016-02-26,641922.802
2016-02-27,916704.069
2016-02-28,994502.727
2016-02-29,726619.758
2016-03-01,897927.643
2016-03-02,878452.365
2016-03-03,671564.752
2016-03-04,747546.796
2016-03-05,1028620.677
2016-03-06,1078958.509
2016-03-07,738126.524
2016-03-08,642291.345
2016-03-09,694645.849
2016-03-10,572491.857
